sample,epsilon,verdict,tag,seconds
33,0.01,verified,safe-incomplete,0.1926
33,0.02,verified,safe-incomplete,0.2012
33,0.03,verified,safe-incomplete,0.2002
33,0.04,verified,safe-incomplete,0.1993
33,0.05,falsified,unsafe-pgd,0.0126
33,0.06,falsified,unsafe-pgd,0.0118
33,0.07,falsified,unsafe-pgd,0.0111
33,0.08,falsified,unsafe-pgd,0.0108
33,0.09,falsified,unsafe-pgd,0.0107
33,0.1,falsified,unsafe-pgd,0.011
33,0.11,falsified,unsafe-pgd,0.0106
33,0.12,falsified,unsafe-pgd,0.0109
33,0.13,falsified,unsafe-pgd,0.0109
33,0.14,falsified,unsafe-pgd,0.0103
33,0.15,falsified,unsafe-pgd,0.0106
33,0.16,falsified,unsafe-pgd,0.0108
33,0.17,falsified,unsafe-pgd,0.0104
33,0.18,falsified,unsafe-pgd,0.0107
33,0.19,falsified,unsafe-pgd,0.0121
33,0.2,falsified,unsafe-pgd,0.0113
34,0.01,verified,safe-incomplete,0.2085
34,0.02,verified,safe-incomplete,0.204
34,0.03,verified,safe-incomplete,0.2059
34,0.04,verified,safe-incomplete,0.2042
34,0.05,verified,safe-incomplete,0.1971
34,0.06,verified,safe-incomplete,0.2062
34,0.07,verified,safe-incomplete,0.2028
34,0.08,verified,safe-incomplete,0.1992
34,0.09,verified,safe-incomplete,0.2562
34,0.1,verified,safe-incomplete,0.2044
34,0.11,verified,safe-incomplete,0.2057
34,0.12,verified,safe-incomplete,0.2006
34,0.13,verified,safe-incomplete,0.2034
34,0.14,verified,safe-incomplete,0.2085
34,0.15,verified,safe-incomplete,0.2107
34,0.16,verified,safe,0.4623
34,0.17,verified,safe,0.6785
34,0.18,verified,safe,0.9236
34,0.19,verified,safe,1.2273
34,0.2,verified,safe,1.5538
35,0.01,verified,safe-incomplete,0.2068
35,0.02,verified,safe-incomplete,0.205
35,0.03,verified,safe-incomplete,0.2029
35,0.04,verified,safe-incomplete,0.2036
35,0.05,verified,safe-incomplete,0.1934
35,0.06,verified,safe-incomplete,0.2073
35,0.07,verified,safe-incomplete,0.2042
35,0.08,verified,safe-incomplete,0.2027
35,0.09,verified,safe-incomplete,0.2045
35,0.1,verified,safe-incomplete,0.206
35,0.11,verified,safe-incomplete,0.2019
35,0.12,verified,safe-incomplete,0.2112
35,0.13,verified,safe-incomplete,0.2081
35,0.14,verified,safe-incomplete,0.2077
35,0.15,verified,safe-incomplete,0.2053
35,0.16,verified,safe-incomplete,0.2121
35,0.17,verified,safe-incomplete,0.2053
35,0.18,verified,safe,0.3963
35,0.19,verified,safe,0.4314
35,0.2,verified,safe,0.5958
36,0.01,verified,safe-incomplete,0.2098
36,0.02,verified,safe-incomplete,0.2007
36,0.03,verified,safe-incomplete,0.2017
36,0.04,verified,safe-incomplete,0.2038
36,0.05,verified,safe-incomplete,0.1972
36,0.06,verified,safe-incomplete,0.2084
36,0.07,verified,safe-incomplete,0.2009
36,0.08,verified,safe-incomplete,0.206
36,0.09,verified,safe-incomplete,0.1983
36,0.1,verified,safe-incomplete,0.2063
36,0.11,verified,safe-incomplete,0.2009
36,0.12,verified,safe-incomplete,0.205
36,0.13,verified,safe-incomplete,0.1993
36,0.14,verified,safe-incomplete,0.1968
36,0.15,verified,safe-incomplete,0.1979
36,0.16,verified,safe-incomplete,0.2224
36,0.17,verified,safe,0.5295
36,0.18,verified,safe,0.5899
36,0.19,verified,safe,0.7787
36,0.2,verified,safe,1.1245
37,0.01,verified,safe-incomplete,0.2123
37,0.02,verified,safe-incomplete,0.2008
37,0.03,verified,safe-incomplete,0.2059
37,0.04,verified,safe-incomplete,0.2076
37,0.05,verified,safe-incomplete,0.202
37,0.06,verified,safe-incomplete,0.1996
37,0.07,verified,safe-incomplete,0.2011
37,0.08,verified,safe-incomplete,0.206
37,0.09,verified,safe-incomplete,0.2023
37,0.1,verified,safe-incomplete,0.1988
37,0.11,verified,safe-incomplete,0.1994
37,0.12,verified,safe-incomplete,0.203
37,0.13,verified,safe,0.3389
37,0.14,verified,safe,0.4016
37,0.15,verified,safe,0.7206
37,0.16,verified,safe,1.0228
37,0.17,verified,safe,1.8128
37,0.18,verified,safe,3.4223
37,0.19,timeout,unknown,8.6066
37,0.2,falsified,unsafe-pgd,0.0207
38,0.01,verified,safe-incomplete,0.2059
38,0.02,verified,safe-incomplete,0.2044
38,0.03,verified,safe-incomplete,0.1987
38,0.04,verified,safe-incomplete,0.1972
38,0.05,verified,safe-incomplete,0.1986
38,0.06,verified,safe-incomplete,0.2008
38,0.07,verified,safe-incomplete,0.1995
38,0.08,verified,safe,0.3591
38,0.09,verified,safe,0.453
38,0.1,verified,safe,0.9514
38,0.11,falsified,unsafe-pgd,0.0233
38,0.12,falsified,unsafe-pgd,0.0203
38,0.13,falsified,unsafe-pgd,0.02
38,0.14,falsified,unsafe-pgd,0.0204
38,0.15,falsified,unsafe-pgd,0.0197
38,0.16,falsified,unsafe-pgd,0.0201
38,0.17,falsified,unsafe-pgd,0.0203
38,0.18,falsified,unsafe-pgd,0.0198
38,0.19,falsified,unsafe-pgd,0.02
38,0.2,falsified,unsafe-pgd,0.02
39,0.01,verified,safe-incomplete,0.2062
39,0.02,verified,safe-incomplete,0.2036
39,0.03,verified,safe-incomplete,0.2091
39,0.04,verified,safe-incomplete,0.2068
39,0.05,verified,safe-incomplete,0.1981
39,0.06,verified,safe-incomplete,0.1953
39,0.07,verified,safe-incomplete,0.204
39,0.08,verified,safe-incomplete,0.2029
39,0.09,verified,safe-incomplete,0.2563
39,0.1,verified,safe-incomplete,0.1992
39,0.11,verified,safe-incomplete,0.2044
39,0.12,verified,safe-incomplete,0.2039
39,0.13,verified,safe-incomplete,0.202
39,0.14,verified,safe-incomplete,0.2017
39,0.15,verified,safe,0.4629
39,0.16,verified,safe,0.494
39,0.17,verified,safe,0.655
39,0.18,verified,safe,1.0579
39,0.19,verified,safe,1.5647
39,0.2,verified,safe,2.0443
40,0.01,verified,safe-incomplete,0.2069
40,0.02,verified,safe-incomplete,0.2089
40,0.03,verified,safe-incomplete,0.2117
40,0.04,verified,safe-incomplete,0.2131
40,0.05,verified,safe-incomplete,0.2035
40,0.06,verified,safe-incomplete,0.2041
40,0.07,verified,safe-incomplete,0.209
40,0.08,verified,safe-incomplete,0.2047
40,0.09,verified,safe-incomplete,0.206
40,0.1,verified,safe-incomplete,0.2045
40,0.11,verified,safe-incomplete,0.2217
40,0.12,verified,safe,0.5256
40,0.13,verified,safe,0.8435
40,0.14,verified,safe,1.2857
40,0.15,verified,safe,1.8822
40,0.16,verified,safe,2.8066
40,0.17,falsified,unsafe-pgd,0.0215
40,0.18,falsified,unsafe-pgd,0.0206
40,0.19,falsified,unsafe-pgd,0.0206
40,0.2,falsified,unsafe-pgd,0.0205
41,0.01,verified,safe-incomplete,0.2017
41,0.02,verified,safe-incomplete,0.2036
41,0.03,verified,safe-incomplete,0.2103
41,0.04,verified,safe-incomplete,0.2061
41,0.05,verified,safe-incomplete,0.197
41,0.06,verified,safe-incomplete,0.2047
41,0.07,verified,safe-incomplete,0.2018
41,0.08,verified,safe-incomplete,0.2024
41,0.09,verified,safe-incomplete,0.2043
41,0.1,verified,safe-incomplete,0.205
41,0.11,verified,safe-incomplete,0.2024
41,0.12,verified,safe-incomplete,0.2013
41,0.13,verified,safe-incomplete,0.202
41,0.14,verified,safe,0.4009
41,0.15,verified,safe,0.3841
41,0.16,verified,safe,0.5309
41,0.17,verified,safe,0.7944
41,0.18,verified,safe,1.3881
41,0.19,verified,safe,1.989
41,0.2,verified,safe,3.1445
42,0.01,verified,safe-incomplete,0.2048
42,0.02,verified,safe-incomplete,0.2016
42,0.03,verified,safe-incomplete,0.2029
42,0.04,verified,safe-incomplete,0.2074
42,0.05,verified,safe-incomplete,0.2015
42,0.06,verified,safe-incomplete,0.2146
42,0.07,verified,safe-incomplete,0.2032
42,0.08,verified,safe-incomplete,0.2054
42,0.09,verified,safe-incomplete,0.2114
42,0.1,verified,safe,0.3406
42,0.11,verified,safe,0.6418
42,0.12,verified,safe,1.2623
42,0.13,falsified,unsafe-pgd,0.0214
42,0.14,falsified,unsafe-pgd,0.0219
42,0.15,falsified,unsafe-pgd,0.0218
42,0.16,falsified,unsafe-pgd,0.0202
42,0.17,falsified,unsafe-pgd,0.0206
42,0.18,falsified,unsafe-pgd,0.0202
42,0.19,falsified,unsafe-pgd,0.0207
42,0.2,falsified,unsafe-pgd,0.0212
43,0.01,verified,safe-incomplete,0.2022
43,0.02,verified,safe-incomplete,0.2063
43,0.03,verified,safe-incomplete,0.204
43,0.04,verified,safe-incomplete,0.204
43,0.05,verified,safe-incomplete,0.2001
43,0.06,verified,safe-incomplete,0.1996
43,0.07,verified,safe-incomplete,0.1968
43,0.08,verified,safe-incomplete,0.2025
43,0.09,verified,safe-incomplete,0.2048
43,0.1,verified,safe-incomplete,0.2663
43,0.11,verified,safe-incomplete,0.2024
43,0.12,verified,safe-incomplete,0.2022
43,0.13,verified,safe,0.3351
43,0.14,verified,safe,0.6028
43,0.15,verified,safe,0.7965
43,0.16,verified,safe,1.0235
43,0.17,verified,safe,1.928
43,0.18,verified,safe,4.1161
43,0.19,falsified,unsafe-pgd,0.0272
43,0.2,falsified,unsafe-pgd,0.0201
44,0.01,verified,safe-incomplete,0.2043
44,0.02,verified,safe-incomplete,0.2046
44,0.03,verified,safe-incomplete,0.222
44,0.04,verified,safe-incomplete,0.2009
44,0.05,verified,safe-incomplete,0.1977
44,0.06,verified,safe-incomplete,0.2066
44,0.07,verified,safe-incomplete,0.2027
44,0.08,verified,safe-incomplete,0.2074
44,0.09,verified,safe-incomplete,0.202
44,0.1,verified,safe,0.3224
44,0.11,verified,safe,0.5417
44,0.12,verified,safe,0.9218
44,0.13,verified,safe,1.7267
44,0.14,falsified,unsafe-pgd,0.0217
44,0.15,falsified,unsafe-pgd,0.0208
44,0.16,falsified,unsafe-pgd,0.02
44,0.17,falsified,unsafe-pgd,0.0206
44,0.18,falsified,unsafe-pgd,0.0203
44,0.19,falsified,unsafe-pgd,0.0198
44,0.2,falsified,unsafe-pgd,0.0199
45,0.01,verified,safe-incomplete,0.2046
45,0.02,verified,safe-incomplete,0.2043
45,0.03,verified,safe-incomplete,0.2051
45,0.04,verified,safe-incomplete,0.2043
45,0.05,verified,safe-incomplete,0.1994
45,0.06,verified,safe-incomplete,0.2
45,0.07,verified,safe-incomplete,0.1986
45,0.08,verified,safe-incomplete,0.2031
45,0.09,verified,safe-incomplete,0.2061
45,0.1,verified,safe-incomplete,0.2157
45,0.11,verified,safe-incomplete,0.2101
45,0.12,verified,safe-incomplete,0.2757
45,0.13,verified,safe,0.3743
45,0.14,verified,safe,0.5007
45,0.15,verified,safe,0.8966
45,0.16,verified,safe,1.1512
45,0.17,verified,safe,1.5394
45,0.18,verified,safe,2.4623
45,0.19,verified,safe,4.6539
45,0.2,verified,safe,10.9369
46,0.01,verified,safe-incomplete,0.2047
46,0.02,verified,safe-incomplete,0.203
46,0.03,verified,safe-incomplete,0.2055
46,0.04,verified,safe-incomplete,0.2067
46,0.05,verified,safe-incomplete,0.1955
46,0.06,verified,safe-incomplete,0.2009
46,0.07,verified,safe-incomplete,0.2043
46,0.08,verified,safe-incomplete,0.2081
46,0.09,verified,safe-incomplete,0.2077
46,0.1,verified,safe-incomplete,0.2082
46,0.11,verified,safe,0.349
46,0.12,verified,safe,0.3859
46,0.13,verified,safe,0.6084
46,0.14,verified,safe,1.0045
46,0.15,verified,safe,1.2477
46,0.16,verified,safe,1.7584
46,0.17,verified,safe,2.851
46,0.18,timeout,unknown,7.8551
46,0.19,falsified,unsafe-pgd,0.024
46,0.2,falsified,unsafe-pgd,0.0228
47,0.01,verified,safe-incomplete,0.2096
47,0.02,verified,safe-incomplete,0.2049
47,0.03,verified,safe-incomplete,0.2129
47,0.04,verified,safe-incomplete,0.2091
47,0.05,verified,safe-incomplete,0.1938
47,0.06,verified,safe-incomplete,0.2076
47,0.07,verified,safe-incomplete,0.1981
47,0.08,verified,safe-incomplete,0.2073
47,0.09,verified,safe-incomplete,0.2048
47,0.1,verified,safe-incomplete,0.2053
47,0.11,verified,safe-incomplete,0.2021
47,0.12,verified,safe-incomplete,0.2089
47,0.13,verified,safe-incomplete,0.2063
47,0.14,verified,safe,0.3374
47,0.15,verified,safe,0.5583
47,0.16,verified,safe,0.7392
47,0.17,verified,safe,1.025
47,0.18,verified,safe,1.515
47,0.19,verified,safe,2.2035
47,0.2,verified,safe,4.0437
48,0.01,verified,safe-incomplete,0.2069
48,0.02,verified,safe-incomplete,0.2077
48,0.03,verified,safe-incomplete,0.2054
48,0.04,verified,safe-incomplete,0.203
48,0.05,verified,safe-incomplete,0.1927
48,0.06,verified,safe-incomplete,0.2062
48,0.07,verified,safe-incomplete,0.2063
48,0.08,verified,safe-incomplete,0.2002
48,0.09,verified,safe-incomplete,0.2075
48,0.1,verified,safe-incomplete,0.2038
48,0.11,verified,safe-incomplete,0.2016
48,0.12,verified,safe-incomplete,0.2058
48,0.13,verified,safe-incomplete,0.2127
48,0.14,verified,safe,0.3478
48,0.15,verified,safe,0.4297
48,0.16,verified,safe,0.6507
48,0.17,verified,safe,1.1662
48,0.18,falsified,unsafe-pgd,0.0236
48,0.19,falsified,unsafe-pgd,0.0211
48,0.2,falsified,unsafe-pgd,0.0202
49,0.01,verified,safe-incomplete,0.2036
49,0.02,verified,safe-incomplete,0.2091
49,0.03,verified,safe-incomplete,0.206
49,0.04,verified,safe-incomplete,0.2052
49,0.05,verified,safe-incomplete,0.2037
49,0.06,verified,safe-incomplete,0.2056
49,0.07,verified,safe-incomplete,0.2034
49,0.08,verified,safe-incomplete,0.2017
49,0.09,verified,safe-incomplete,0.201
49,0.1,verified,safe-incomplete,0.2
49,0.11,verified,safe-incomplete,0.2004
49,0.12,verified,safe,0.4299
49,0.13,verified,safe,0.459
49,0.14,verified,safe,0.6901
49,0.15,verified,safe,1.0491
49,0.16,falsified,unsafe-pgd,0.0262
49,0.17,falsified,unsafe-pgd,0.0206
49,0.18,falsified,unsafe-pgd,0.0201
49,0.19,falsified,unsafe-pgd,0.0209
49,0.2,falsified,unsafe-pgd,0.0204
50,0.01,verified,safe-incomplete,0.2079
50,0.02,verified,safe-incomplete,0.2103
50,0.03,verified,safe-incomplete,0.2109
50,0.04,verified,safe-incomplete,0.204
50,0.05,verified,safe-incomplete,0.2058
50,0.06,verified,safe-incomplete,0.2119
50,0.07,verified,safe-incomplete,0.2068
50,0.08,verified,safe-incomplete,0.2032
50,0.09,verified,safe-incomplete,0.2069
50,0.1,verified,safe-incomplete,0.2083
50,0.11,verified,safe-incomplete,0.208
50,0.12,verified,safe,0.4627
50,0.13,verified,safe,0.4989
50,0.14,verified,safe,0.7445
50,0.15,verified,safe,1.0908
50,0.16,verified,safe,1.2902
50,0.17,verified,safe,2.2643
50,0.18,falsified,unsafe-pgd,0.0236
50,0.19,falsified,unsafe-pgd,0.0202
50,0.2,falsified,unsafe-pgd,0.0201
51,0.01,verified,safe-incomplete,0.2057
51,0.02,verified,safe-incomplete,0.2079
51,0.03,verified,safe-incomplete,0.2059
51,0.04,verified,safe-incomplete,0.21
51,0.05,verified,safe-incomplete,0.1993
51,0.06,verified,safe-incomplete,0.2112
51,0.07,verified,safe-incomplete,0.2083
51,0.08,verified,safe-incomplete,0.208
51,0.09,verified,safe-incomplete,0.2082
51,0.1,verified,safe-incomplete,0.2141
51,0.11,verified,safe-incomplete,0.2088
51,0.12,verified,safe-incomplete,0.2088
51,0.13,verified,safe-incomplete,0.2042
51,0.14,verified,safe-incomplete,0.2703
51,0.15,verified,safe-incomplete,0.215
51,0.16,verified,safe-incomplete,0.2033
51,0.17,verified,safe-incomplete,0.2014
51,0.18,verified,safe,0.5065
51,0.19,verified,safe,0.5482
51,0.2,verified,safe,0.7383
52,0.01,verified,safe-incomplete,0.2024
52,0.02,verified,safe-incomplete,0.2046
52,0.03,verified,safe-incomplete,0.2031
52,0.04,verified,safe-incomplete,0.2049
52,0.05,verified,safe-incomplete,0.1955
52,0.06,verified,safe-incomplete,0.2083
52,0.07,verified,safe-incomplete,0.2071
52,0.08,verified,safe-incomplete,0.2101
52,0.09,verified,safe-incomplete,0.2104
52,0.1,verified,safe-incomplete,0.2107
52,0.11,verified,safe-incomplete,0.2672
52,0.12,verified,safe,0.568
52,0.13,verified,safe,0.8285
52,0.14,verified,safe,1.2487
52,0.15,falsified,unsafe-pgd,0.0213
52,0.16,falsified,unsafe-pgd,0.0204
52,0.17,falsified,unsafe-pgd,0.0205
52,0.18,falsified,unsafe-pgd,0.0202
52,0.19,falsified,unsafe-pgd,0.02
52,0.2,falsified,unsafe-pgd,0.0217
53,0.01,verified,safe-incomplete,0.2078
53,0.02,verified,safe-incomplete,0.2087
53,0.03,verified,safe-incomplete,0.2037
53,0.04,verified,safe-incomplete,0.2047
53,0.05,verified,safe-incomplete,0.1947
53,0.06,verified,safe-incomplete,0.2027
53,0.07,verified,safe-incomplete,0.2043
53,0.08,verified,safe-incomplete,0.2054
53,0.09,verified,safe-incomplete,0.2074
53,0.1,verified,safe-incomplete,0.265
53,0.11,verified,safe,0.4322
53,0.12,verified,safe,0.6662
53,0.13,verified,safe,0.9959
53,0.14,verified,safe,1.3308
53,0.15,verified,safe,2.363
53,0.16,verified,safe,4.4681
53,0.17,falsified,unsafe-pgd,0.0239
53,0.18,falsified,unsafe-pgd,0.0211
53,0.19,falsified,unsafe-pgd,0.0212
53,0.2,falsified,unsafe-pgd,0.0201
54,0.01,verified,safe-incomplete,0.208
54,0.02,verified,safe-incomplete,0.2076
54,0.03,verified,safe-incomplete,0.2099
54,0.04,verified,safe-incomplete,0.2091
54,0.05,verified,safe-incomplete,0.2007
54,0.06,verified,safe-incomplete,0.2031
54,0.07,verified,safe-incomplete,0.2058
54,0.08,verified,safe-incomplete,0.205
54,0.09,verified,safe-incomplete,0.2074
54,0.1,verified,safe-incomplete,0.2076
54,0.11,verified,safe-incomplete,0.2077
54,0.12,verified,safe-incomplete,0.201
54,0.13,verified,safe,0.3079
54,0.14,verified,safe,0.436
54,0.15,verified,safe,0.5536
54,0.16,verified,safe,0.8863
54,0.17,verified,safe,1.4755
54,0.18,falsified,unsafe-pgd,0.0246
54,0.19,falsified,unsafe-pgd,0.0207
54,0.2,falsified,unsafe-pgd,0.0199
55,0.01,verified,safe-incomplete,0.203
55,0.02,verified,safe-incomplete,0.2014
55,0.03,verified,safe-incomplete,0.2042
55,0.04,verified,safe-incomplete,0.2136
55,0.05,verified,safe-incomplete,0.198
55,0.06,verified,safe-incomplete,0.2102
55,0.07,verified,safe-incomplete,0.2063
55,0.08,verified,safe-incomplete,0.2078
55,0.09,verified,safe-incomplete,0.2084
55,0.1,verified,safe-incomplete,0.2065
55,0.11,verified,safe-incomplete,0.2108
55,0.12,verified,safe-incomplete,0.2052
55,0.13,verified,safe,0.3772
55,0.14,verified,safe,0.4962
55,0.15,verified,safe,0.5042
55,0.16,verified,safe,0.8499
55,0.17,verified,safe,1.2539
55,0.18,verified,safe,1.5001
55,0.19,verified,safe,2.0992
55,0.2,verified,safe,3.217
56,0.01,verified,safe-incomplete,0.2038
56,0.02,verified,safe-incomplete,0.2076
56,0.03,verified,safe-incomplete,0.2094
56,0.04,verified,safe-incomplete,0.2127
56,0.05,verified,safe-incomplete,0.1887
56,0.06,verified,safe-incomplete,0.2028
56,0.07,verified,safe-incomplete,0.203
56,0.08,verified,safe-incomplete,0.2057
56,0.09,verified,safe-incomplete,0.205
56,0.1,verified,safe-incomplete,0.2026
56,0.11,verified,safe-incomplete,0.1996
56,0.12,verified,safe-incomplete,0.1988
56,0.13,verified,safe-incomplete,0.1988
56,0.14,verified,safe-incomplete,0.1979
56,0.15,verified,safe-incomplete,0.2561
56,0.16,verified,safe-incomplete,0.2011
56,0.17,verified,safe-incomplete,0.2256
56,0.18,verified,safe,0.3561
56,0.19,verified,safe,0.6608
56,0.2,verified,safe,0.829
57,0.01,verified,safe-incomplete,0.2072
57,0.02,verified,safe-incomplete,0.2089
57,0.03,verified,safe-incomplete,0.21
57,0.04,verified,safe-incomplete,0.2034
57,0.05,verified,safe-incomplete,0.1905
57,0.06,verified,safe-incomplete,0.2002
57,0.07,verified,safe-incomplete,0.2117
57,0.08,verified,safe-incomplete,0.2061
57,0.09,verified,safe-incomplete,0.2048
57,0.1,verified,safe-incomplete,0.199
57,0.11,verified,safe-incomplete,0.1993
57,0.12,verified,safe,0.3365
57,0.13,verified,safe,0.4261
57,0.14,verified,safe,0.808
57,0.15,verified,safe,1.1653
57,0.16,verified,safe,2.0435
57,0.17,falsified,unsafe-pgd,0.0219
57,0.18,falsified,unsafe-pgd,0.02
57,0.19,falsified,unsafe-pgd,0.0198
57,0.2,falsified,unsafe-pgd,0.0216
58,0.01,verified,safe-incomplete,0.2064
58,0.02,verified,safe-incomplete,0.2034
58,0.03,verified,safe-incomplete,0.2068
58,0.04,verified,safe-incomplete,0.2045
58,0.05,verified,safe-incomplete,0.2002
58,0.06,verified,safe-incomplete,0.2096
58,0.07,verified,safe-incomplete,0.2046
58,0.08,verified,safe-incomplete,0.2022
58,0.09,verified,safe-incomplete,0.2014
58,0.1,verified,safe-incomplete,0.2064
58,0.11,verified,safe-incomplete,0.2118
58,0.12,verified,safe-incomplete,0.2048
58,0.13,verified,safe,0.3371
58,0.14,verified,safe,0.4256
58,0.15,verified,safe,0.615
58,0.16,verified,safe,0.6929
